Tweet,Date of Tweet,Topic,Parent Tweet
"அப்படியே ""மக்கள் கேரளம்"" கொரோனா சாதனையையும் சொல்லிடலாமே?","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அவன்தான் கொரோனாவை பரப்புறதுக்கு முன்னாடியே தடுப்பூசி போட்டுட்டானே!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
சைனாக்கு போய் தொலைங்கடா இந்தியால இருந்துகிட்டு உயிர வாங்காதிங்கடா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உங்களை ஏன் தீவிரமாக கட்சி என்று அறிவிக்க கூடாது தன் தாய் நாட்டை இழிவாகவும் நமது விரோத நாட்டிற்க்கு ஆதரவாக கருத்து சொல்லும் இவர்களை கைது செய்தால் என்ன,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
டேய் உண்டியல் இந்த கேடுகெட்ட கொரோவை பரப்புனதே சப்பமூக்கன்ஸ் தான் ங்குறத மறந்துட்டு புகழ் பாடறிங்க . என்ன மயித்துக்குடா நீங்க இந்தியால இருக்கிங்க பேசாமா சீனாக்கே போங்கடா திருட்டு உண்டியல் கம்னாட்டிகளா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"25 கோடி தீர்ந்து விட்டதோ??? இப்பொழுது Chinese Yuan தேவை படுகிறதோ??? பிச்சைக்கார கம்யூனிசம், உங்கள் முகத்தில் நீங்களே துப்பி கொள்ளுங்கள்.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அடங்கொக்க மக்கா...அந்த வைரஸ் யார்கிட்ட இருந்து பரவியது? இதுல என்ன கொடுமை என்றால் இந்தியாவில் இவ்வளவு தைரியமாக உங்களால் செய்ய முடியுது பாரு. நாங்க எல்லாம் அவ்வளவு சொறன கெட்டவங்களா இருக்கோம்.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
பலபட்ரைக்கு பொறந்தவனுங்கலா உங்களுக்கு நல்ல சாவே வவராதுடா சைனா வைரஸ் வந்து மூச்சிவிடமுடியாம சாவீங்கடா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"அடேய் துரோகி , சாக்கடை .. நோய பரப்பின ரத்த காட்டேரிடா இவன்","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உலகம் பூரா லட்சக்கணக்குல மக்கள் உயிரை காவு வாங்கினதே சீன கம்மனாட்டிங்க தான் டா கம்யூனிஸ்ட் பரதேசிங்களா ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உண்டியல் குலுக்கீஸ்ஜீவி...!!!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சீனா என்றாலே உலக மக்கள் எரிச்சல் அடையும் நேரத்தில் , சீனாவின் அடிமை கட்சி , உங்கள் பாசத்தை என்ன சொல்வது.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
இதெல்லாம் ஒரு பிழைப்பு...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
கொரானாவுக்கு பிரசவம் பார்த்ததே நீங்க தான்டா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அங்கே போய் கூம்பவும் ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
你们这些该死的混蛋。你是我们国家的诅咒。,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அப்ப உண்டியல்கள் அங்கே போய் தடுப்பூசி போட்டுக் கொள்ளவும்,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Shameless creatures CPIM,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Potta commi pigs..,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
கொஞ்சம் சோத்தையும் தின்னுங்க,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
混蛋,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Vekkam keta communesam China la poie podunku,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
யார்ரா நீங்களாம்.... த்தா... காசு வேணும்னா என்ன தொழில் வேணாலும் பண்ணுவீங்களா டா... மாமா பசங்களா...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உலகம் பூரா கொரோனாவை பரப்பி சாதனை பண்ணத மறச்சிட்டீங்களே காம்ரேட்ஸ்...!!!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"@CCPChina
 அவனுக குண்டியை 
@tncpim
 & 
@cpimspeak
 கழுவித்தானடா குடிக்கறீங்க!!

இவன் தான் நோயின் ஆதாரமே!!
சொல்லுவதற்கு தைரியம் இருக்காடா??
எத்தனை 3ஆம் உலக நாடுகள் தடுப்பூசிக்கு தங்கள் நாட்டின் செல்வத்தை இழக்கிறது தெரியுமாடா Toy Olie களா!!!","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
மக்களுக்கு வந்த கொரோனா உங்களுக்கு வராம போய்டுச்சே வந்திருந்தா இப்படி ஒரு டுவிட் போட மனசு வருமா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
வெக்கம் கெட்டவனுங்களா பேசாமல் சீனாவுக்கு போங்கடா.!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"டேய் நீங்க எல்லாம் சோறு தான் திங்குறிங்களா?

எப்படிடா நோய் பரப்புன நாட்டை இப்படி புகழ முடியுது?

தேச துரோக கூட்டம்...

#ChineseWuhanVirus
#ChineseVirusCorona
#communisamIsaDisease","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"ங்கோத்தா #சீனாவுக்கு போய் தொலைங்கடா தேவிடியா பசங்களா....
      
நோயை பரப்பி விட்டவனையே பாராட்டுறீங்களா .....

கேரளத்துல #கொரோனாவை ஏன் கட்டுப்படுத்த முடியலைன்னு சொல்லுங்க டா ....

 #சீனாக்காரனுக்கு பிறந்த இந்த சப்ப மூக்கன்களை  தேசத்துரோக வழக்கில் உள்ளே போட ஒருத்தர் கூட இல்லையா..","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"ரொம்ப ஆசையா இருந்தா, எல்லா அடிமைகளும் சீனாக்கு ஓடிப்போங்களேன்.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"இது இந்தியாவுக்கு எதிரான பதிவு
 இதை நீங்கள் உடனடியாக நீக்க வேண்டும்
 கட்சி என்றாலும் இந்தியன் நலனைப் பற்றி யோசித்து இருக்கவில்லை அதற்கு எதிராக இருந்தால் நீங்கள் நடத்தும் கட்சியும் இந்தியாவுக்கு எதிரானது
 இந்தியாவில் கட்சி காலிசெய்துவிட்டு  சைனாவுக்கு ஓடுங்கள்","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
@Vinayakkavin1,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
த்த்து..எலும்புக்கு அலையுற .,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"Dai muttaall, china poi tholayaradhu unna yaatu inga irrukaa sonnagaa","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
ஆதாரம் காட்டு.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உங்களுக்கெல்லாம் வெக்கம் மானம் சூடு சொரனையே கிடையாதா?!!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
ஏன்டா பைத்தியம் எவனுக்கு சொம்பு தூக்குறதுனு வெக்கமே இல்லாம தூக்குற,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
@nationalismmmm,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அட சீனகைக்கூலிகளா....மக்க இந்த கட்சிய புறக்கணிக்கணும்,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Not a word on Indian vaccines and doses administered. Shameless,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"மோடிகு எதிரா செயல்படுறேன் னு பேருள... நம்ம நாட்டுக்கே துரோகம் பண்றிங்களடா
துரோகிகளா...INDIA 
@narendramodi
 @DuvvadaSivabav1","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"இந்தியாவில் இன்று ஒரே நாளில் 98லட்சத்திற்கும் அதிகமான கொராணா தடுப்பூசி போடப்பட்டுள்ளது, அதைப்பற்றி பேசமாட்டா, ஆதாரமே இல்லாமல் சீனாவை புகழ்வீங்க?","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
சாவுடா தாயோலி.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"China communist govt lies, cover-up & oppression of whistleblowers during the early days of Covid pandemic led to hundreds of thousands of fatalities around the world(including TN communist members). Now look at this CPIM-TN shamelessly appreciating China. So next Pakistan right.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சீனாவை ஆதாரிப்து தவறு. 

கம்யூனிசத்தில் சுய நலம் இருக்காது ஆணால் சீனா பல நாடுகளை அச்சுறுத்தும் நாஜி கட்சி போன்றது","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அடேய் கேரளா மாடல் கிழிஞ்சு போயி கிடக்கு நீ ...சீனாகாரன் ...சு......ஊ......கிட்டு இருக்க,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உண்டியல்களின் தந்தை பாசம் போல,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அட உண்டியல் குலுக்கி பிச்சைக்கார பசங்களா.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"You guys are never ashamed, do you?","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Aaaack thooooo,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"200 கோடி அப்பு , அதை நீ பார்த்த .","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Mara le xi se yechury,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Shameless,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
பன்றீயும் பிழைக்கும் இந்த பிழைப்பு,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Kalambi China poi anga intha shoe nakkara pozhapa paaru kai ku mela 100 rooba potu tharuvan,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Chinakae pongada undiyal goshtigala..,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Enemy Within India,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Ivanungala pinja serupala adikanum,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அட மானங் கெட்டவனே.  பல லட்சம் பேரை கொன்றவனுக்கு பாராட்டா?,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"pls go to seena, so that india can develop without any hurdles","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
குடி தண்ணியை தடுப்பூசியாக மக்களுக்கு சீனாக்காரன் போட்ட விஷயம் எத்தனை பேருக்கு தெரியும். சீனாவின் எடுபிடிகள் இவர்கள் தேச துரோகிகள்.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"Seriously, what these guys are smoking ","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அட மாமா பசங்களா வைரஸ உருவாக்குனவன பாரட்டுற மனநிலை எல்லாம் பச்ச *** மனநிலை டா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உண்டியல் குலுக்கிகளின் தேசப்பற்றை பாருங்கள்,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
கொரோனாவை பரப்பி சாதனை செய்ததும் சீனா தான் கம்மீஸ்,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
போடாங்க...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"Record vaccination numbers today! 

Crossing 1 crore is a momentous feat. Kudos to those getting vaccinated and those making the vaccination drive a success.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
இதை விட கேவலம் அடமானம் வச்ச கச்சிக்கு இருக்காது,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
@L_speaks_,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
 show loyalty to leader,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Poda comedy injections,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Government plz action it,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சீனா கம்யூனிச பெயரில் காலணிய சிந்தனை கொணடது.

பல பெரும் முதலாளி உள்ள நாடு.

 உலக சந்தையில் ஆட்டி படைக்கிறது. அமெரிக்காவின் மறு உருவம்","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
China created the Virus and now they vaccinated more than 200 crore people as the record.. it's re called one of famous dialogues in Raguvaran Film.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Corona produce pannathum chinam thaa,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அங்க உங்களை மாதிரி திருடி தின்னால் அரசுக்கு எதிராக வாயை திறந்தால் கொட்டையை பிதுக்குறான்.. இங்க??,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
ஆமாடா...குழந்தையையும் கிள்ளிட்டு இப்ப தொட்டிலையும் ஆட்டுறீங்க. கிள்ளப்பட்ட குழந்த உங்க குழந்த மட்டும் இல்லடா...உலகம் பூரா...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
TNCPIM can you provide the solid proof for this 20 or 200 crores ? why your party ruling in kerala facing serious problems in covid19 recently ?,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
எங்கள் இந்திய நாட்டில் 62 கோடி டோஸ் ஊஹான் வைரஸ் தடுப்பூசி செலுத்தி உள்ள மோடிக்கு நன்றிகள்...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"200 கோடி டோஸ் போட்டதா சீனாவே சொல்லல, ஆனா நீங்க இங்க புருடா விட்டுட்டு இருக்கீங்க,","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அப்பரம் எதுக்கு இங்க இருக்கீங்க...!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
பேசாம உங்க கும்பல கூட்டிட்டு அங்கேயே போயிடுங்க. எங்க நாடாவது நல்லா இருக்கட்டும். உங்களுக்கு நல்ல மரியாதை கிடைக்கும் அங்கே.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சீனா அவ்வளவு நல்ல நாடா இருந்தா அங்கேயே போயிடுங்க. 
கேரளா corona வை கட்டுப்படுத்த முடியாமல் தினருது. அதை மொதல்ல பாருங்க.","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
தாய் நாட்டுக்கு விசுவாசமா இருக்குறது தப்பு இல்ல அதை அங்க போய் பண்ணுங்கடா எச்ச பசங்களா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
