Tweet,Date of Tweet,Topic,Parent Tweet,Language
இந்த வேலை எல்லாம் நிறுத்திடு,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
உங்க அளவுக்கு இல்லை,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"சிலிண்டர் மானியம் அக்கவுண்ட்ல ஏறும் .. ஏமாத்துனது எந்த கவர்மெண்ட் மாரி 
இன்கமிங் காலுக்க்கு கூட மாசமாசம் காசு ஏமாத்துனது எந்த கவர்மெண்ட் மாரி ..
ரயில் ப்ளாட்பார்ம் டிக்கெட் 50₹ ஓவா ..
மாரி எங்களுக்கான நிதி அமைச்சர் ஊறுகா பார்ட்டி இல்ல நீயெல்லாம் தொக்கா தொட்டு நக்க பொறு கேப் மாரி","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
இந்த தரம் கேட்ட ஈன பிறவியை கைது செய் தமிழக அரசே,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
அடேய் தேவிடியா மகனே உன்ன.....,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"அட. மெண்டல்களா !

சென்னை மாநகரப்போக்கு வரத்துப் பேருந்துகளின் எண்ணிக்கை  3200.

இதில் சாதாரணப்பேருருந்துகள்  1300

மகளிர்மட்டும் பேருந்துகள்      200

தற்போது சாதரணப்பேருந்துகளாக மாற்றப்பட்டவை  220

3200---ல்  1720 பேருந்துகள் சாதாரணக்கட்டணப்பேருந்துகள் தாண்டா மெண்டல்களா !","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
Mari biscuit இதை நீ உன் வீட்டீல் உள்ள மகளிரை அனுப்பிவை அவர்கள் உன் மூஞ்சில் காரி ........,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
இதை அப்படியே உங்க ஓணர்  மோடியின் மனைவியிடம் கேக்கவும்,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"வேருபை தவர வேர எதுவும் உங்லுக்கு தெரியாதா, தீமூகா ஆதரவாலர்கலே...","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"ஸ்டாலின் முதலில் இப்படித்தான் start பண்ணுவார், அப்புறம் அஞ்சு வருஷத்துக்குள்ள அவரு பொண்ணு வீட்டில் raid பண்ணால் சுமார் ஐயாயிரம் கோடி தேரும்","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
அவங்க அப்பா 2 ஏக்கர் நிலம் கொடுத்த மாதிரி தான். டோப்பா வச்சிக்கிட்டு வரும் போதே ஏமாத்தத்தான் வாராருனு தெரிஞ்சிருக்கணும்.  தமிழ் நாட்டு மக்களுக்கு குறிப்பா பெண்களுக்கு உண்மை பேசுற ஹீரோசவிட ஏமாத்திர  வில்லன்களைத்தான் ரொம்ப பிடிக்கும்.  பாழா போன ஜனங்க.,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"நீ எப்படா மாறுவேடம் போட்டு பேருந்துகளில் பயணம் செஞ்ச,  கொஞ்சம் பொறுமை இருந்து செய்தியை முழுமையாக கேட்டு மாட்டியா நாயே.","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
BoardDosss Moodungaaa,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
Ena da sangi payaleee..inumaa ni suthetu irka,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"Ama thala, ithu unmayanu kandu pidikanum, ni vena selaya katitu oru thadava bus la poitu pathutu vanthuren, ellar sandegamum theendhudum.","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"This is true, DMK is not like BJP telling only lies such as giving 1500000 ro every citizen.every one can give examples like that Mr.Ediot.","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
Nichayam seruppa di irrukku daa ? Yarukitta venalum vilaiyadu magalir kitta vachikatha? Thodappa kattaiyalum vanguvaan. Kathiruppom,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
அடேய் மாறி சொறி நாயே அடுத்து நீ தான் லிஸ்ட் ல இருக்க,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"@USER_74
 @USER_45
 PLS  take immediate action against this mentally challenged person...everyday he is spreading violence & fake news in the society... KINDLY REFER THIS.","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
உனக்கு உண்டானது கூடிய விரைவில் வரும் ராஜா,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"Ji, When will you make a video on Centre not releasing respective GST share ??? Data pulli ... when will be the video released ?","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
If u remember Kejriwal did the same stunt,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
அட மொன்ன பெண்களுக்கு பேருந்து இலவசம் கிடையாது பேருந்து பயணம் தான் இவவசம்.....,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
தேர்தல் வெற்றிக்கு பொய் சொல்லும் பீடா வாய் கூட்டம் இல்லை டா. உனக்கு வயிற்றுப் பிழைப்பு உன் வாயும் அந்த திரையும்..,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
அறிவு கெட்ட  ..,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
இவன் மேல காவல் நிலையத்தில் புகார் செய்து எல்லா மாவட்டங்களிலும் இவனை சிரிப்பா சிரிக்க வைக்கனும் இந்த எச்சையை,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"திட்டலாம்னு வந்தேன் ஆனா இங்க வந்து பாத்தா போதும் போதும்னு திட்டிருக்கு.. மாரிதாஸ் உணக்கெல்லாம் எதுக்கு அம்மா, தங்கச்சி,அக்கா,பொண்டாட்டி..???","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"ஆக இனி தமிழக மக்களின் நலன் கருதி அண்ணா பிறந்த நாள் முதல் அனைத்து பேருந்துகளும் சிறப்பு பேருந்துகளாக்கப்படும்..
மகளிர் சாதாரண பேருந்துகளில் கட்டணமில்லாமல் சொகுசாக பயணம் செய்யலாம்... இதை பாராட்டலைன்னா நீ ஒரு முன்களப்பணியாளரே கிடையாது...
By உபிஸ் ஜிங்சக்","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
லாடு லபக்குதாஸ்,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"நகர பேருந்துகளில் இலவசம் என்றே திமுக தேர்தல் அறிக்கையில் தெரிவித்திருந்தது. தற்போது மாண்புமிகு தமிழக முதல்வர் 
@USER_74
 அவர்கள் முதல்வராக பதவியேற்றதும் அதை அமல்படுத்தினார். இது போல பொது மக்களிடையே அவதூறு பரப்பும் நபர்களின் மீது நடவடிக்கை எடுக்க வேண்டும்!
@USER_57","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
நாயே.... கேட்டுச்சா பிச்சைக்கார நாயே ,"May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"உண்மைக்குப் புறம்பான தகவல்களைக் கூறி வரும் 
@USER_23
  மீது சட்டப்படி நடவடிக்கை எடுக்க வேண்டும் @USER_56  
@USER_13
 @USER_54
 ","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
"@USER_13
 @USER_54
 @USER_74
 @USER_12","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"தயவுசெய்து சமுதாயத்திற்கு ஏதாவது நல்லது செய்யுங்கள். எதிர்மறை மற்றும் வெறுப்பை பரப்புவதை நிறுத்துங்கள்

A simple request.","May 9, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
அவ்ளோ பெரிய ஆள் நா உங்க ஜி சொன்ன மாறி 1500000லட்சம் அக்கவுண்ட் போடு. உங்களை விட பெரிய மோசகாரன் பார்த்த தில்ல,"May 10, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
அட மூதேவி இந்த திட்டத்தால ஒரு 50% பெண்கள் பயன் அடைஞ்சா கூட போதும்டா முட்டாள் வந்துடான் பொறம்போக்கு போர்ட தூக்கிகிட்டு.,"May 10, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
இப்படிதான் புரட்டு த(ருத)லைவி 2ரூபாய்க்கு அரிசி தரமுடியாதுனு கதறிச்சி கடைசில 1ரூபாய்க்கும் குடுத்தாங்க .,"May 10, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
https://youtu.be/CR-RSobuMqQ,"May 11, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"@USER_74
 @USER_54
 இந்த கொசு ரொம்ப தொல்ல குடுக்குது. மருந்தடிச்சி கொல்லுங்க சார் ப்ளீஸ்!","May 13, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
Omg how cleverly you are telling lies it is not only for city busy for rural buses also free for women atha sollu da venna also in rural mostly 90%white board than they came to power just now they are not shakthi man ore nalla 1000 white board bus eh eraka,"May 13, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
Youturn than unna kelechuttagala,"May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
Makkal muttal illa da,"May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"DAI MARI ENNAIKAVATHU UNNMAIYA PESUVIYA??? 
UNKA APPAN, AATHALUM UNNA MATHIRI THAN FRAUD GROUPA IRUKUM POLA...","May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
Modi matheri illa da sonnatha sairaga da dmk,"May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
Ithuku illarum unna sarupala aadichuttaga ollunga vedio va delete pannettu oodiru,"May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
Na karaikudi da yanga ooru la irruka town bus ladies ku free than da kasta pattu sambarecha kastam theariyum da nee broker vela pathu sambarekura unnaku yanna pa kastam,"May 14, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
"Giving yearly 6000 Rs. to farmers which is rs 500 monthly. What use will they get by this scheme.
TN free bus for women is better than this.","May 15, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,ENGLISH
Ellarukum theriyum,"May 15, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,CODE-MIXED
பைத்தியகார,"May 16, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
லாக் டவுன் போட்டதுக்கு பிறகு பேருந்துகளில் தான் எல்லாமே ஓடாத போது யாரை ஏமாற்ற,"May 19, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
பெண்களுக்கு இலவசம் உண்மை உங்க மோடி அரசு பெண்களுக்கு ஒன்னும் செய்யல,"May 28, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
போட பொட்ட,"May 28, 2021",Free bus commute for women. boon or bane,பெண்களுக்கு பேருந்து இலவசம்? உண்மையா? ஏமாற்றுவதில் திமுக பலே கில்லாடி. | Free Bus Travel for Women!,TAMIL
உங்க அப்பன்  வீட்டு பணமா எங்க வரி பணத்தையே எங்களுக்கு கொடுத்துட்டு உனக்கு இவ்வளவு ஆணவ பேச்சா,"Sep 24, 2022",Free bus commute for women. boon or bane,"ஆட்சிக்கு வந்ததும் ஆணவமா? பெண்களுக்கு இலவச பேருந்து பயணம் என்று நீங்களாகவே அறிவித்து விட்டு இன்று இப்படி கொச்சையாக பேசும் அமைச்சர் @USER_74 அவர்களே  இவர் மீது நடவடிக்கை எடுப்பீர்களா? Dmk minister insults free bus for women
#dmkfails #FREE
#TamilNadu #women #WomensRights",TAMIL
ஆணவத்தின் உச்சம்...,"Sep 24, 2022",Free bus commute for women. boon or bane,"ஆட்சிக்கு வந்ததும் ஆணவமா? பெண்களுக்கு இலவச பேருந்து பயணம் என்று நீங்களாகவே அறிவித்து விட்டு இன்று இப்படி கொச்சையாக பேசும் அமைச்சர் @USER_74 அவர்களே  இவர் மீது நடவடிக்கை எடுப்பீர்களா? Dmk minister insults free bus for women
#dmkfails #FREE
#TamilNadu #women #WomensRights",TAMIL
"அவுக பாஸும் அங்க தான் மேட்ச் பார்துட்டு இருந்தார், பாவம் மக்களுக்காக உழைச்சு உழைச்சு கொஞ்சம் ஓய்வெடுக்க ஒரு 20-30 பேர கூட்டிட்டு போயிறுக்கார்.. அவகளோட உழைப்பு தான் இது.. கொடுமை என்னனா அங்க போயும் 200₹ தானாம்.. ","Oct 17, 2021",Free bus commute for women. boon or bane,Free for women in bus என்று போடுவதற்கு பதிலாக Women free bus என்று போட்டுள்ளார்... பெண்கள் இல்லா பேருந்து என்று அர்த்தமாகிறது... இவனுக இரு மொழி கொள்கையே போதுமுனு கிளாஸ் எடுத்தானுக ஆமா சொக்கா யார் அது அட நம்ப மூனாம் கலைஞரா 🤣🤣🤣,TAMIL
@USER_73,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
உங்களுக்கு எல்லாம் வெட்கம் மானம் சூடு சொரணை எதுவுமே இல்லையா. எல்லாருமே அருணனை போலத்தானா? ,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
"இது தேவையே இல்லாத ஆணி.
பாய்மார்கள் மதநல்லிணக்கணம் பேசு போன்று அருவெறுப்பா இருக்கு","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
"Please shift to Ch!na.. CKMKB
Shameless people","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,ENGLISH
"பாதிக்கபட்டவர்களின் எண்ணிக்கையையும், இறந்தவர்களின் எண்ணிக்கையையும் - *உண்மை* நிலையை மற்றும் உண்மையான தடுப்பூசி நிலையையும் வெளியிடவும்.","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
இந்தியாவுடன் எப்போ வேணாலும் போருக்கு வர தயாராக இருக்கும் எதிரியான சீனாவுக்கு உங்க அதிகாரபூர்வ ட்விட்டர் தளத்தில் சீனா சர்வாதிகாரி படம் போட்டு விளம்பரம் போடும் உங்களுக்கு துளியேனும் தேசப் பற்று மிச்சம் இருக்கிறதா?,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
Dei dei dei chinakara!,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
People won't accept you if you continue like this.,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,ENGLISH
எங்கள் நாட்டு முசோலினி மோசடி ஷா வாயால் வடை சுட்டு மக்களை ஏமாற்றிக் கொண்டு இருக்கிறார்.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
எடு செருப்ப எச்ச பரதேசி திங்கிறது இந்திய காசு விசுவாசம் சீனாவுக்கா த்தூ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
All comrades goto China and be safe there ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,ENGLISH
Enda pichakara pasangala pakathu veetu ala than appa nu kupduvinga pola.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
And why exactly are you celebrating China?,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,ENGLISH
enda kenayanungala..aduutha veetukaran pondati pilla petha unakku epidida santhosama irukku..kalavani payaluvala,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
அப்போ அங்குட்டு போங்கடா சல்லி முண்டங்களா,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
Vekkame ilama epd than enemy country ku sombu thookurinhalo ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
"Corona உற்பத்தியும் அவங்கதான்,","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
"@USER_84
 ","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
நாசாமா போவாங்க டா உங்க சீனா பன்றீங்க,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
அங்கயே போங்க.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
pannigal,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
@USER_95,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
மானம் கெட்ட நாயே இது உன்மை என்பதற்கு ஆதாரம் எங்கே.போய் Jinping குன்ட்ய நக்கு,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
lMAO,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,CODE-MIXED
"ஏன்டா அப்பன் பேரைக் கேட்டா சீனப் பேரா சொல்லுவீங்களாடா? 

த்தூத்தேரி... ","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination,TAMIL
